EDA
0
0.830302
1.17781
1.323951
1.349578
1.364954
1.375204
1.381611
1.382892
1.380329
1.388018
1.430301
1.435427
1.446959
1.463616
1.440651
1.429119
1.431682
1.435526
1.441933
1.434245
1.480372
1.498311
1.49703
1.494467
1.456027
1.438089
1.407337
1.406055
1.384273
1.368897
1.326613
1.367615
1.440651
1.457309
1.4304
1.429119
1.432963
1.417587
1.316362
1.371459
1.444495
1.382991
1.336863
1.322769
1.309955
1.333019
1.358646
1.30483
1.257421
1.240764
1.23692
1.254858
1.295861
1.307393
1.325331
1.302267
1.293298
1.300986
1.357365
1.395805
1.385554
1.335582
1.338145
1.361209
1.322769
1.349677
1.379147
1.386835
1.361209
1.394523
1.382991
1.348395
1.326613
1.326613
1.302267
1.302267
1.270234
1.270234
1.294579
1.322769
1.34327
1.312518
1.257421
1.24717
1.254858
1.230513
1.239482
1.252295
1.249733
1.327894
1.297142
1.297142
1.348395
1.340707
1.338145
1.336863
1.311237
1.312518
1.313799
1.309955
1.307393
1.26639
1.267671
1.295861
1.356083
1.380429
1.450902
1.502155
1.485498
1.384273
1.407337
1.423994
1.398367
1.336863
1.366334
1.377866
1.375303
1.326613
1.329175
1.316362
1.297142
1.290735
1.283047
1.331738
1.358646
1.42015
1.423994
1.370178
1.366334
1.395805
1.41118
1.356083
1.312518
1.306111
1.302267
1.274078
1.281766
1.279203
1.280485
1.280485
1.279203
1.279203
1.272797
1.271515
1.270234
1.26639
1.263827
1.254858
1.252295
1.252295
1.253577
1.251014
1.257421
1.257421
1.258702
1.26639
1.251014
1.261265
1.240764
1.230513
1.226669
1.226669
1.220262
1.218981
1.222825
1.221544
1.2177
1.215137
1.215137
1.229232
1.233075
1.218981
1.212574
1.213856
1.175416
1.156196
1.158758
1.169009
1.183104
1.18951
1.19848
1.194636
1.199761
1.203605
1.172853
1.199761
1.222825
1.207449
1.188229
1.185666
1.166446
1.204886
1.248451
1.238201
1.277922
1.280485
1.306111
1.317643
1.325331
1.336863
1.199761
1.226669
1.299705
1.306111
1.338145
1.406055
1.42015
1.402211
1.438089
1.454746
1.46884
1.490623
1.421431
1.448339
1.463715
1.479091
1.482935
1.489342
1.493186
1.493186
1.50728
1.547002
1.555971
1.664884
1.59313
1.581598
1.570066
1.56494
1.55469
1.540595
1.514968
1.49703
1.505999
1.517531
1.514968
1.509843
1.49703
1.51625
1.588004
1.534188
1.498311
1.486779
1.44962
1.463715
1.480372
1.511124
1.53547
1.550846
1.585442
1.582879
1.598255
1.596974
1.581598
1.589286
1.585442
1.582879
1.591848
1.607224
1.634132
1.649508
1.671291
1.702043
1.75714
1.709731
1.691792
1.685385
1.694355
1.693073
1.719981
1.730232
1.732795
