EDA
0
0.102506
0.161448
0.160166
0.139665
0.129414
0.152478
0.171698
0.174261
0.170417
0.169136
0.169136
0.167854
0.160166
0.162729
0.158885
0.133258
0.161448
0.165292
0.17298
0.171698
0.170417
0.148634
0.143509
0.160166
0.165292
0.194762
0.201169
0.201169
0.197325
0.199888
0.203732
0.21142
0.21142
0.21142
0.215264
0.219108
0.224233
0.222952
0.224233
0.231921
0.23064
0.225514
0.23064
0.234484
0.233202
0.231921
0.234484
0.239609
0.231921
0.23064
0.23064
0.229358
0.229358
0.23064
0.225514
0.225514
0.225514
0.23064
0.235765
0.235765
0.235765
0.237046
0.231921
0.229358
0.23064
0.23064
0.23064
0.23064
0.23064
0.238328
0.234484
0.237046
0.235765
0.237046
0.238328
0.238328
0.237046
0.235765
0.237046
0.239609
0.24089
0.237046
0.231921
0.23064
0.23064
0.228077
0.228077
0.228077
0.226796
0.224233
0.219108
0.226796
0.225514
0.224233
0.224233
0.225514
0.229358
0.229358
0.226796
0.228077
0.229358
0.229358
0.229358
0.23064
0.225514
0.226796
0.226796
0.225514
0.229358
0.228077
0.228077
0.226796
0.228077
0.225514
0.226796
0.226796
0.225514
0.226796
0.224233
0.228077
0.225514
0.225514
0.224233
0.225514
0.222952
0.219108
0.216545
0.219108
0.220389
0.219108
0.216545
0.213982
0.219108
0.219108
0.220389
0.217826
0.216545
0.193481
0.071755
0.05766
0.074317
0.176824
0.217826
0.222952
0.225514
0.242172
0.234484
0.199888
0.15376
0.210138
0.206294
0.222952
0.222952
0.219108
0.217826
0.216545
0.217826
0.219108
0.22167
0.219108
0.22167
0.222952
0.231921
0.242172
0.242172
0.242172
0.237046
0.235765
0.235765
0.237046
0.235765
0.235765
0.233202
0.235765
0.234484
0.229358
0.23064
0.231921
0.231921
0.23064
0.228077
0.231921
0.226796
0.228077
0.226796
0.229358
0.23064
0.229358
0.231921
0.231921
0.235765
0.238328
0.242172
0.246016
0.24986
0.254985
0.254985
0.258829
0.210138
0.23064
0.231921
0.237046
0.238328
0.238328
0.228077
0.225514
0.225514
0.228077
0.231921
0.231921
0.228077
0.226796
0.225514
0.226796
0.229358
0.229358
0.229358
0.225514
0.226796
0.228077
0.23064
0.231921
0.235765
0.238328
0.239609
0.235765
0.244734
0.251141
0.248578
0.252422
0.252422
0.252422
0.275486
0.302394
0.31777
0.339553
0.416433
0.385681
0.388243
0.388243
0.376711
0.390806
0.398494
0.398494
0.404901
0.395931
0.307519
0.408745
0.41387
0.351085
0.376711
0.37543
0.379274
0.361335
0.393369
0.447185
0.480499
0.489468
0.497156
0.504844
0.506126
0.517658
0.593256
0.543284
0.594538
0.602226
0.612476
0.656042
0.667573
0.614024
0.517925
0.526894
0.529457
0.534582
0.54227
0.543551
0.553802
0.566615
0.564053
0.556365
0.564053
0.56149
0.557646
0.560209
0.571741
0.611462
0.630682
0.637088
0.643495
0.649902
0.642214
0.643495
0.642214
0.646058
0.652464
0.672966
0.684498
0.699874
0.703718
0.68706
0.748564
0.739595
0.775472
0.774191
0.779316
0.824163
0.830569
0.829288
0.828007
0.824163
0.810068
0.798536
0.80238
0.824163
0.829288
0.877979
0.930513
0.961265
1.009956
1.030457
0.984398
1.002337
1.031807
1.045902
1.056153
1.052309
1.039495
1.031807
1.022838
1.016431
1.007462
1.0049
1.012588
1.042058
1.097155
1.165066
1.239383
1.291918
1.336764
1.367516
1.382892
1.373923
1.348296
1.329076
1.3137
1.295762
1.293199
1.290636
1.273979
1.254759
1.241946
1.227851
1.218882
1.222726
1.215038
1.20735
1.194537
1.18813
1.181723
1.175317
1.174035
1.167629
1.159941
1.165066
1.167629
1.16891
1.162503
1.175317
1.180442
1.174035
1.167629
1.16891
1.16891
1.172754
1.163785
1.165066
1.165066
1.163785
1.170191
1.16891
1.171473
1.177879
1.177879
1.179161
1.174035
1.177879
1.176598
1.174035
1.170191
1.16891
1.165066
1.162503
1.170191
1.166347
1.167629
1.165066
1.170191
1.167629
1.180442
1.18813
1.189411
1.197099
1.202224
1.199662
1.195818
1.202224
1.200943
1.209913
1.212475
1.218882
1.218882
1.216319
1.2176
1.216319
1.216319
1.215038
1.218882
1.218882
1.221444
1.215038
1.213756
1.216319
1.220163
1.2176
1.212475
1.213756
1.215038
1.222726
1.235539
1.241946
1.258603
1.270135
1.281667
1.307294
1.327795
1.34189
1.350859
1.349578
1.35214
1.363672
1.39058
1.439271
1.493087
1.536751
1.589286
1.63157
1.644383
1.640539
1.620038
1.58416
1.572628
1.540595
1.51625
1.502155
1.490623
1.480372
1.472685
1.467559
1.463715
1.454746
1.453465
1.452183
1.457309
1.481654
1.540595
1.639257
1.726388
1.803268
1.862209
1.871178
1.889117
1.885273
